TEMPORARY_ID,REGULAR_WAGES,OVERTIME_WAGES,OTHER_WAGES,TOTAL_WAGES
063528036286,1852.00,0.00,0.00,1852.00
060528130968,175.00,0.00,0.00,175.00
073528414912,43370.69,465.66,0.00,43836.35
087528509526,102893.49,0.00,0.00,102893.49
075528982343,83547.38,6880.58,0.00,90427.96
042529076856,11592.00,0.00,0.00,11592.00
038529454738,61811.68,0.00,0.00,61811.68
096529737972,3384.63,0.00,0.00,3384.63
036530209694,21867.17,0.00,0.00,21867.17
086530492525,48632.77,0.00,0.00,48632.77
090530963576,41809.04,0.00,806.00,42615.04
035531151880,61726.88,0.00,1734.67,63461.55
006531340117,35585.52,0.00,0.00,35585.52
041531434210,41172.80,60.36,0.00,41233.16
099532092397,79361.44,0.00,5400.00,84761.44
027532374229,28822.57,5826.69,4003.70,38652.96
083532843616,71515.12,1320.34,4117.05,76952.51
073532937444,76725.15,0.00,500.00,77225.15
011533031256,87367.35,0.00,0.00,87367.35
067533406336,57771.89,0.00,0.00,57771.89
060533500065,69735.92,0.00,191.10,69927.02
065533781153,19493.83,0.00,0.00,19493.83
078533874816,52980.48,403.68,5385.48,58769.64
063534155707,1371.37,0.00,286.47,1657.84
016534342886,112335.52,0.00,2608.00,114943.52
085534436450,101252.32,0.00,2482.50,103734.82
015534529999,61047.68,0.00,628.85,61676.53
009534623531,59790.89,5379.00,3218.31,68388.20
077534904028,62282.08,0.00,0.00,62282.08
032534997495,60885.76,0.00,0.00,60885.76
048535651304,37638.11,0.00,2497.22,40135.33
087536117822,53082.64,64.30,0.00,53146.94
065536583935,57287.10,0.00,0.00,57287.10
062536677109,116303.23,0.00,2798.50,119101.73
043536770267,53576.62,0.00,0.00,53576.62
055536956534,44842.79,0.00,0.00,44842.79
088537049643,90474.80,0.00,0.00,90474.80
008537142737,81764.51,1989.76,0.00,83754.27
078537700957,53009.84,218.88,0.00,53228.72
000538630040,44365.53,342.11,0.00,44707.64
033538908452,38833.28,5080.14,833.39,44746.81
018539279445,41065.04,0.00,0.00,41065.04
052539372153,100843.61,0.00,41043.08,141886.69
098539650182,70111.20,0.00,0.00,70111.20
065539742827,47147.22,0.00,500.00,47647.22
027540020666,43681.05,0.00,0.00,43681.05
001540298362,54809.85,0.00,0.00,54809.85
037540945764,64729.60,0.00,1500.00,66229.60
009541777002,87399.53,0.00,0.00,87399.53
045541961548,35814.88,0.00,0.00,35814.88
006542053798,40791.37,0.00,0.00,40791.37
098542146031,30254.50,2046.00,673.94,32974.44
076542330452,54825.01,0.00,0.00,54825.01
021542883339,53155.44,0.00,0.00,53155.44
022542975432,41370.08,60.36,1066.00,42496.44
061543067509,38499.85,0.00,2264.73,40764.58
047543803567,76033.39,0.00,0.00,76033.39
045544079332,51864.41,396.24,593.75,52854.40
014544263098,57826.48,249.99,0.00,58076.47
014544722241,1758.85,0.00,0.00,1758.85
031544814023,120992.78,0.00,2318.40,123311.18
009545089277,41825.64,165.58,2729.52,44720.74
005545456066,153344.88,0.00,0.00,153344.88
076545547724,153344.88,0.00,0.00,153344.88
051546646430,51856.15,0.00,0.00,51856.15
066546737889,59852.82,0.00,300.00,60152.82
052546829333,49578.05,0.00,0.00,49578.05
036547012175,2028.00,0.00,0.00,2028.00
060547286323,49257.36,0.00,0.00,49257.36
083547377675,31843.42,0.00,0.00,31843.42
082547469012,26220.69,0.00,2284.00,28504.69
010547651641,61220.80,0.00,400.00,61620.80
038547925469,78753.56,0.00,1000.00,79753.56
003548290361,85083.23,0.00,1244.55,86327.78
000548381546,97414.72,0.00,0.00,97414.72
048548563870,77350.43,0.00,0.00,77350.43
000548655010,62853.28,0.00,0.00,62853.28
063548837243,56576.95,0.00,0.00,56576.95
039549474585,69359.60,0.00,0.00,69359.60
028549929377,75575.78,81.83,0.00,75657.61
053550020290,65871.57,0.00,52.00,65923.57
078550565454,76111.21,0.00,0.00,76111.21
057550837834,40329.10,4996.95,516.12,45842.17
024551835410,15764.11,401.44,414.06,16579.61
051552107163,112049.72,0.00,0.00,112049.72
008552378783,44281.19,39.96,0.00,44321.15
062552559788,41809.04,0.00,1133.48,42942.52
093552921621,40715.03,3772.77,57.70,44545.50
026553012043,72977.84,0.00,0.00,72977.84
036553463928,64518.88,0.00,0.00,64518.88
041553734882,70380.96,0.00,0.00,70380.96
081553915444,89217.68,0.00,0.00,89217.68
036554095948,45317.97,1972.37,0.00,47290.34
051554366593,54738.32,1777.23,2090.40,58605.95
022554546950,55467.55,0.00,0.00,55467.55
035554817375,42726.40,0.00,0.00,42726.40
075555087668,78686.96,0.00,0.00,78686.96
030555177737,70836.29,392.04,2072.04,73300.37
025555267791,52477.41,36.70,50.38,52564.49
033555447855,59983.49,92.79,0.00,60076.28
048556077620,6146.25,0.00,375.86,6522.11
041556527016,65693.44,476.76,14973.55,81143.75
098557065812,72613.85,0.00,0.00,72613.85
075557155561,84864.00,0.00,196.95,85060.95
007557245296,72716.80,0.00,1825.43,74542.23
062558500071,25152.65,2095.99,356.53,27605.17
093558679093,89748.32,3264.82,1590.49,94603.63
057559036966,51199.37,2132.06,979.20,54310.63
094559126398,48246.55,7865.92,5221.08,61333.55
005559662693,41729.34,2033.71,1112.64,44875.69
072560287720,45404.24,0.00,0.00,45404.24
003560466172,58488.41,0.00,0.00,58488.41
051560733742,630.00,0.00,0.00,630.00
098561535688,61466.11,189.95,0.00,61656.06
045561624723,39661.42,0.00,0.00,39661.42
024561891742,2682.24,0.00,0.00,2682.24
086562780889,73444.24,0.00,0.00,73444.24
030563224937,41809.04,0.00,1170.04,42979.08
034563579923,77848.47,912.17,2113.78,80874.42
016564997637,40032.02,0.00,12.35,40044.37
076565439943,15772.66,0.00,0.00,15772.66
055565616769,91409.76,0.00,0.00,91409.76
037566058592,2694.00,0.00,0.00,2694.00
097566235224,55377.98,159.90,0.00,55537.88
061566323520,65879.54,0.00,0.00,65879.54
097566588324,28042.09,1048.48,64.35,29154.92
059566676565,91209.76,0.00,500.00,91709.76
048566764792,78755.04,0.00,0.00,78755.04
076567117562,33086.33,256.53,0.00,33342.86
064567293865,17026.04,550.79,0.00,17576.83
084567822445,47298.61,791.57,585.83,48676.01
075568262553,38328.28,7.55,0.00,38335.83
044568350534,45403.35,0.00,0.00,45403.35
081568878132,69736.04,0.00,0.00,69736.04
024569053890,18612.19,1671.63,0.00,20283.82
064569317424,45401.92,291.74,0.00,45693.66
048569493046,91342.04,0.00,0.00,91342.04
096570194992,45596.38,2776.95,0.00,48373.33
052570282675,14500.79,0.00,0.00,14500.79
002570633271,74984.25,0.00,0.00,74984.25
024570720886,2000.00,0.00,0.00,2000.00
035570896076,42681.63,204.46,2221.45,45107.54
025570983651,60473.76,0.00,0.00,60473.76
039571246295,51010.80,0.00,0.00,51010.80
041571421324,53855.00,301.68,0.00,54156.68
073571771221,75929.36,0.00,0.00,75929.36
005572120905,51302.88,0.25,1075.59,52378.72
049572208292,50047.12,0.00,0.00,50047.12
035572383027,51306.72,2142.78,275.19,53724.69
066572645029,51175.35,1370.43,1095.21,53640.99
013572732337,54778.26,1996.21,821.42,57595.89
029572819631,51302.88,5634.54,0.00,56937.42
072572994179,42907.40,7668.01,1230.81,51806.22
055573778990,20695.78,8487.27,720.76,29903.81
007574214533,38630.00,0.00,0.00,38630.00
094574301601,33072.93,0.00,0.00,33072.93
080574910714,58579.84,0.00,0.00,58579.84
025574997678,67947.08,0.00,0.00,67947.08
055575084628,68323.84,0.00,0.00,68323.84
060575345400,49680.88,465.83,0.00,50146.71
093575692912,42484.01,22.79,0.00,42506.80
058576907557,50806.12,366.76,0.00,51172.88
052577773597,39852.44,0.00,0.00,39852.44
028578638341,17112.40,597.72,200.20,17910.32
077579156567,51626.80,0.00,0.00,51626.80
098579674330,49226.00,2702.38,1925.73,53854.11
023579933039,2131.92,160.76,0.00,2292.68
015580277804,44905.23,307.94,0.00,45213.17
036580622364,13897.77,0.00,0.00,13897.77
062581138821,42032.25,0.00,9649.67,51681.92
021581396878,5136.50,0.00,0.00,5136.50
063581482871,65226.75,0.00,0.00,65226.75
031581654820,49126.81,0.00,0.00,49126.81
019581826718,4258.00,0.00,0.00,4258.00
084582256240,41809.04,0.00,0.00,41809.04
035582342107,65879.58,682.69,0.00,66562.27
020583028584,48317.76,1009.26,265.00,49592.02
016583200077,52136.25,0.00,0.00,52136.25
046584142388,24619.48,0.00,250.25,24869.73
076584227977,60421.98,0.00,0.00,60421.98
075584399118,51794.89,1659.91,2773.04,56227.84
012584826752,18195.23,0.00,0.00,18195.23
003585254073,50807.07,6673.34,1058.59,58539.00
005585424914,51362.56,157.56,400.00,51920.12
063585766446,8725.60,1208.05,0.00,9933.65
052586193082,73467.36,0.00,500.00,73967.36
008586448915,78755.04,0.00,0.00,78755.04
040587300885,57604.71,413.23,0.00,58017.94
060587556235,44030.88,2217.24,1119.74,47367.86
068587641327,97372.96,0.00,1600.00,98972.96
087587811474,23193.28,0.00,0.00,23193.28
060588151621,76164.80,0.00,0.00,76164.80
061588406602,53091.65,0.00,0.00,53091.65
058588576528,71316.96,0.00,1600.00,72916.96
050588746405,2006.40,0.00,72.80,2079.20
053589170883,50807.07,2696.43,110.83,53614.33
064591204135,64631.60,2036.72,21310.48,87978.80
099591711356,50808.00,495.71,192.07,51495.78
018591880334,43432.59,4236.40,0.00,47668.99
056592133709,52640.24,301.44,91.05,53032.73
008592555761,3625.44,209.16,1757.53,5592.13
055592724497,37461.24,550.48,0.00,38011.72
097593230418,60167.91,0.00,0.00,60167.91
027593314697,55671.34,0.00,1072.80,56744.14
090594072663,78574.63,0.00,0.00,78574.63
073594156822,25958.60,8748.72,0.00,34707.32
090594493338,65081.60,0.00,0.00,65081.60
070595249804,50503.51,7393.38,0.00,57896.89
001595837503,47109.28,319.53,0.00,47428.81
060595921412,18216.56,514.80,42.90,18774.26
057596759859,2856.63,0.00,424.05,3280.68
064596927407,38189.76,0.00,0.00,38189.76
061597178641,56670.74,22218.24,715.84,79604.82
022597346072,108816.38,0.00,1000.00,109816.38
070597848082,59304.96,0.00,1167.08,60472.04
005598600309,45691.32,393.30,0.00,46084.62
012598767342,45924.71,906.76,0.00,46831.47
062598934328,85054.62,56.85,0.00,85111.47
053599601809,106909.00,0.00,0.00,106909.00
004600018608,50651.84,6242.34,0.00,56894.18
040600185246,21817.61,0.00,0.00,21817.61
022600435117,72977.84,0.00,0.00,72977.84
002600601640,47227.71,0.00,38.68,47266.39
066600768116,54701.31,712.43,5366.20,60779.94
002601267270,53797.74,0.00,0.00,53797.74
083601682914,75575.76,0.00,0.00,75575.76
090602181309,8671.34,0.00,0.00,8671.34
025602513344,4006.80,0.00,0.00,4006.80
004602928130,53760.81,0.00,0.00,53760.81
048603093964,67635.14,0.00,0.00,67635.14
043603591194,67728.37,0.00,0.00,67728.37
075603756846,40077.51,2772.94,1169.84,44020.29
083604170778,41838.17,3264.66,358.97,45461.80
052604584427,39662.46,1025.26,887.42,41575.14
039605245677,128501.36,0.00,0.00,128501.36
091605493459,49732.85,0.00,0.00,49732.85
018606071225,41809.04,0.00,1138.80,42947.84
042607718956,38928.56,537.68,70.05,39536.29
097608541148,60704.40,0.00,1600.00,62304.40
012608869715,8024.58,0.00,0.00,8024.58
083609690355,46227.23,2243.37,1937.49,50408.09
099610673668,50806.15,440.10,1249.43,52495.68
098610919249,61779.23,0.00,135.36,61914.59
081611082915,62529.20,0.00,2600.00,65129.20
026611737141,65521.60,0.00,0.00,65521.60
025611818870,87218.75,46.86,1176.74,88442.35
012612309015,53383.34,0.00,0.00,53383.34
067613288129,53996.00,2260.63,0.00,56256.63
000613369652,70598.64,0.00,0.00,70598.64
050613451163,57691.04,0.00,0.00,57691.04
062613858558,50808.00,4449.42,671.63,55929.05
021613940005,56460.72,244.53,83.38,56788.63
016614184280,55124.01,788.46,9.10,55921.57
056614265683,50808.06,825.19,98.16,51731.41
017614347076,51599.77,2017.13,92.64,53709.54
005614509829,50808.03,3927.31,121.23,54856.57
032614591189,50808.08,0.00,113.92,50922.00
056614835205,52292.03,16177.02,161.05,68630.10
078614916522,72117.52,2185.10,0.00,74302.62
072615322947,60552.96,0.00,0.00,60552.96
088615566673,62359.48,1843.20,20.70,64223.38
006615891492,94956.80,3598.70,1000.00,99555.50
004616297274,59661.17,6316.52,1079.60,67057.29
005616459512,56144.32,0.00,0.00,56144.32
004616540615,55384.32,0.00,0.00,55384.32
003616783860,55840.41,0.00,0.00,55840.41
038616864920,61466.15,0.00,0.00,61466.15
008616945970,56869.70,0.00,0.00,56869.70
013617027009,79182.28,1471.43,2761.28,83414.99
054617108037,58579.85,1091.67,0.00,59671.52
010617513020,49932.18,3650.05,0.00,53582.23
075617593984,50309.52,0.00,0.00,50309.52
019618241320,47423.84,4730.74,1192.48,53347.06
059619049537,87016.00,0.00,0.00,87016.00
051619614662,95242.56,0.00,500.00,95742.56
080620018007,62594.46,71.33,1000.00,63665.79
023620823912,1736.80,0.00,0.00,1736.80
014620904445,54217.76,2038.31,1000.00,57256.07
063621065479,41913.10,153.08,0.00,42066.18
079621548332,5710.15,0.00,404.00,6114.15
085621628771,79842.24,0.00,1000.00,80842.24
076621789618,11419.96,231.48,0.00,11651.44
081622111187,56979.35,2721.58,1042.40,60743.33
010622191554,53087.85,0.00,0.00,53087.85
058624117240,52576.01,83.59,0.00,52659.60
033624277446,53008.63,0.00,0.00,53008.63
078624357533,93533.42,0.00,3200.00,96733.42
099624997863,68323.84,0.00,0.00,68323.84
025625557615,54063.80,567.78,0.00,54631.58
012625957131,59970.29,0.00,0.00,59970.29
031626276560,5140.61,0.00,20.31,5160.92
084626675617,34109.14,0.00,0.00,34109.14
072626835169,96789.62,0.00,0.00,96789.62
043626914930,78755.04,0.00,0.00,78755.04
085627233871,65227.46,269.24,0.00,65496.70
052627472971,45848.33,1859.18,570.88,48278.39
076627950897,73769.71,0.00,1000.00,74769.71
069628110125,33499.89,41.08,0.00,33540.97
004628508019,42872.06,421.68,0.00,43293.74
048628587567,43272.55,0.00,0.00,43272.55
044628826152,55380.01,3038.11,1048.14,59466.26
065628905660,78553.92,0.00,0.00,78553.92
096629382498,49621.55,179.10,0.00,49800.65
056629700190,1085.00,0.00,0.00,1085.00
042629779588,2919.00,0.00,0.00,2919.00
012629938354,2061.50,0.00,0.00,2061.50
023630493719,67834.42,0.00,0.00,67834.42
015630652305,271.78,0.00,0.00,271.78
020630810851,45403.35,0.00,0.00,45403.35
029630890109,43861.98,317.30,2400.00,46579.28
041630969357,40270.62,0.00,0.00,40270.62
010631207042,45403.28,0.00,0.00,45403.28
084631365448,51162.33,0.00,0.00,51162.33
031631444637,77704.82,0.00,0.00,77704.82
047631602984,48354.02,71.64,0.00,48425.66
094631761291,42291.73,0.00,555.12,42846.85
080631840430,48249.78,0.00,56.90,48306.68
079631998678,62923.40,817.56,143.34,63884.30
093632077787,18660.00,0.00,104.00,18764.00
052632394125,48738.63,0.00,240.00,48978.63
013632789325,49377.49,37.99,5.20,49420.68
088632947335,41809.04,0.00,882.39,42691.43
019633105307,41810.60,0.00,1144.98,42955.58
051634131161,43715.79,932.40,0.00,44648.19
042634761632,31133.97,273.11,492.66,31899.74
063634997897,49317.49,0.00,0.00,49317.49
001636256497,58989.46,349.08,1242.59,60581.13
033636492207,111.50,0.00,0.00,111.50
004636570758,57056.37,0.00,0.00,57056.37
012637198815,62079.95,0.00,2520.30,64600.25
063637512611,83669.39,0.00,0.00,83669.39
069637747857,55308.34,0.00,0.00,55308.34
020637904640,61547.68,0.00,0.00,61547.68
000638296428,4787.20,0.00,0.00,4787.20
080638453075,68322.56,0.00,1000.00,69322.56
028638531385,52272.71,618.81,1028.58,53920.10
003639079283,32671.41,3424.30,219.46,36315.17
098639235738,51135.68,36.99,1019.20,52191.87
053639783033,51479.93,18.50,1112.23,52610.66
007640017445,51139.44,7541.80,14.63,58695.87
074640173671,51065.90,2126.93,5.20,53198.03
079640251770,50902.90,36.99,1074.88,52014.77
030640329860,58660.64,0.00,0.00,58660.64
077640486010,55088.06,13.16,0.00,55101.22
014641500070,75181.75,0.00,0.00,75181.75
072641578007,63821.89,0.00,1600.00,65421.89
049641733854,55538.46,1476.30,1521.20,58535.96
068641811763,53514.40,0.00,78.66,53593.06
052642045434,42066.39,5634.33,626.70,48327.42
091642123305,56576.92,0.00,480.00,57056.92
036642279020,52866.20,2240.26,0.00,55106.46
027642512521,57771.85,0.00,0.00,57771.85
042642668141,49653.75,0.00,0.00,49653.75
089642823723,80971.74,0.00,0.00,80971.74
000642901501,76115.52,0.00,0.00,76115.52
053643290245,19229.12,0.00,12287.00,31516.12
058643445677,67287.52,0.00,0.00,67287.52
052643523379,50304.65,3436.92,0.00,53741.57
030644222275,91408.05,0.00,0.00,91408.05
013644455072,90188.88,0.00,4501.36,94690.24
039644532652,62359.48,2718.56,0.00,65078.04
015644765337,50147.28,286.56,0.00,50433.84
072645385419,355.75,0.00,5185.01,5540.76
092646778431,38974.99,0.00,0.00,38974.99
089646933025,66837.92,0.00,0.00,66837.92
094647087582,38880.02,0.00,0.00,38880.02
031647319349,57055.34,82.59,2122.00,59259.93
032648168450,11025.13,0.00,0.00,11025.13
085648322712,77029.93,0.00,0.00,77029.93
067648708208,46906.96,44.84,312.27,47264.07
035648785280,54064.80,0.00,2281.25,56346.05
054649093475,42273.02,0.00,0.00,42273.02
028649786380,23591.52,0.00,0.00,23591.52
009649863324,65345.60,0.00,0.00,65345.60
086650555408,51175.71,0.00,0.00,51175.71
087650862765,87107.65,9689.81,1406.53,98203.99
096651016389,51990.68,0.00,0.00,51990.68
080651169977,65017.60,0.00,0.00,65017.60
014651246758,49578.74,9983.48,579.32,60141.54
067651400291,8694.01,0.00,0.00,8694.01
003651553789,10842.39,161.68,264.07,11268.14
027651783967,59471.36,0.00,0.00,59471.36
090652397378,45508.07,1217.97,129.35,46855.39
053652703868,8670.08,336.43,161.75,9168.26
031653010214,23374.98,0.00,744.52,24119.50
089653545973,49558.66,2298.66,1649.10,53506.42
013653622475,69150.22,9696.76,2812.60,81659.58
074653775450,63511.76,0.00,0.00,63511.76
027654157733,44021.30,0.00,0.00,44021.30
061654616177,71418.39,0.00,0.00,71418.39
089654921628,78755.04,0.00,1486.40,80241.44
046654997969,53087.84,0.00,1022.40,54110.24
078655226937,88520.64,0.00,500.00,89020.64
029655760886,51632.59,19287.39,1755.80,72675.78
040656294400,32537.29,4754.37,780.21,38071.87
030656370581,1919.20,0.00,0.00,1919.20
056657131904,53580.77,0.00,0.00,53580.77
038657207988,52204.28,0.00,0.00,52204.28
040657284063,58419.34,0.00,0.00,58419.34
062657512235,57206.31,412.95,0.00,57619.26
033658500068,58871.20,0.00,0.00,58871.20
036658727819,82918.31,0.00,0.00,82918.31
087658803718,91772.90,0.00,0.00,91772.90
095659031364,42108.62,0.00,0.00,42108.62
034659183085,52235.95,4259.67,0.00,56495.62
046659410600,36075.03,1272.01,668.62,38015.66
060659562233,51626.65,0.00,0.00,51626.65
042660471301,13927.31,190.79,0.00,14118.10
010660774046,76725.12,0.00,0.00,76725.12
043660925366,50655.24,0.00,0.00,50655.24
013661076652,592.50,0.00,0.00,592.50
000661152282,30332.88,297.88,15.60,30646.36
064661530301,83940.38,13443.77,13443.75,110827.90
065661605879,49446.98,0.00,0.00,49446.98
028661983640,5882.96,0.00,0.00,5882.96
072662663066,45403.34,0.00,0.00,45403.34
002663040225,51293.54,0.00,1000.00,52293.54
094663115630,12925.98,0.00,0.00,12925.98
090663417168,49307.37,842.23,0.00,50149.60
046663643232,65435.45,0.00,0.00,65435.45
087663718569,87495.69,15684.38,0.00,103180.07
072664095128,89693.47,0.00,500.00,90193.47
014664396222,1245.00,0.00,0.00,1245.00
018664471474,14576.90,961.89,148.20,15686.99
069664546717,57208.42,0.00,0.00,57208.42
069664621952,57475.59,0.00,0.00,57475.59
039665148359,97155.22,0.00,0.00,97155.22
080665298684,39723.33,2383.42,1148.72,43255.47
077665599233,43377.95,1540.29,610.24,45528.48
025665974729,73777.89,0.00,0.00,73777.89
017666124868,44842.76,0.00,0.00,44842.76
094666199924,53445.60,0.00,15.60,53461.20
026666274973,54520.64,2898.74,82.88,57502.26
051666500067,47630.80,0.00,0.00,47630.80
077666725085,50808.00,0.00,3565.81,54373.81
011666950028,50689.50,1281.07,0.00,51970.57
061667174894,56095.36,0.00,0.00,56095.36
027667249833,97893.17,0.00,0.00,97893.17
039667624400,2677.28,0.00,13.00,2690.28
082667849039,57964.09,0.00,0.00,57964.09
048667998757,36619.22,271.62,0.00,36890.84
007668223271,51155.25,0.00,246.78,51402.03
089668372904,32836.68,224.16,0.00,33060.84
051668821605,102382.48,0.00,0.00,102382.48
068668896359,55714.71,0.00,111.20,55825.91
087669195292,18326.94,0.00,104.04,18430.98
039669344709,8649.79,480.76,212.25,9342.80
078669867404,44008.39,0.00,0.00,44008.39
026669942042,69703.92,9394.24,1229.58,80327.74
083670165904,26858.22,342.39,1086.13,28286.74
052671433049,84860.80,60.06,0.00,84920.86
019671581968,60262.90,55.06,0.00,60317.96
014671656415,35849.12,229.68,0.00,36078.80
029671805284,49981.62,0.00,1041.80,51023.42
049671879706,87960.18,0.00,0.00,87960.18
045671954120,71123.95,0.00,0.00,71123.95
013672920753,56299.45,0.00,1000.00,57299.45
034673217899,54133.62,0.00,0.00,54133.62
040673292165,48981.81,0.00,0.00,48981.81
027673366423,61870.66,0.00,1000.00,62870.66
097674034375,63847.80,0.00,0.00,63847.80
003674182720,55229.21,0.00,0.00,55229.21
095674405174,68085.13,0.00,1600.00,69685.13
046674553437,61466.09,0.00,0.00,61466.09
050674627556,17545.48,1020.85,18.86,18585.19
078674849864,73714.97,0.00,0.00,73714.97
027674923951,66251.61,0.00,1000.00,67251.61
062674998029,51841.95,848.48,64.69,52755.12
092675220215,81007.86,0.00,0.00,81007.86
052675368299,10164.83,174.72,463.97,10803.52
052675738366,17866.17,114.78,0.00,17980.95
061675812355,49269.63,0.00,0.00,49269.63
020676477893,62688.36,0.00,0.00,62688.36
041676551801,49997.39,0.00,0.00,49997.39
061676699593,100843.60,0.00,0.00,100843.60
054676847353,70276.96,0.00,160.00,70436.96
031677216612,64428.20,0.00,744.04,65172.24
097677438070,33265.42,995.26,0.00,34260.68
089678470588,79541.18,0.00,0.00,79541.18
005678544280,87460.99,0.00,420.90,87881.89
053678765305,68323.84,0.00,0.00,68323.84
070678838964,81892.72,1970.50,0.00,83863.22
071679207140,56372.32,0.00,0.00,56372.32
097679280751,78755.04,0.00,0.00,78755.04
057679795807,100579.52,873.54,0.00,101453.06
027680016426,2212.14,0.00,61.43,2273.57
007680457449,68176.52,0.00,6982.11,75158.63
054680751305,46317.47,0.00,535.20,46852.67
027681338638,38681.84,0.00,0.00,38681.84
035681485392,44451.72,0.00,0.00,44451.72
055681558757,41048.16,111.60,0.00,41159.76
077681778805,64307.38,0.00,0.00,64307.38
099681998782,41806.71,2255.96,0.00,44062.67
070682438524,61547.71,0.00,0.00,61547.71
044682511787,42735.91,0.00,0.00,42735.91
024682877983,71598.16,8399.56,2628.45,82626.17
049683097606,88142.08,931.26,1000.00,90073.34
055683170798,60640.80,0.00,0.00,60640.80
077683243982,78755.04,0.00,0.00,78755.04
029683975394,46215.30,299.19,2370.74,48885.23
076684121582,125509.28,0.00,0.00,125509.28
090684340806,21765.37,0.00,881.56,22646.93
001684413866,40332.44,43.07,0.00,40375.51
050684706024,60651.35,0.00,0.00,60651.35
035685800510,5795.97,0.00,0.00,5795.97
097685873413,83482.90,0.00,3990.46,87473.36
085685946309,800.00,0.00,0.00,800.00
001686164951,42796.46,0.00,0.00,42796.46
009686310673,77139.56,11950.03,0.00,89089.59
052686383522,87955.12,0.00,0.00,87955.12
099686674842,63807.46,4175.79,0.00,67983.25
091686966039,61670.98,0.00,750.66,62421.64
011687620782,40484.52,0.00,0.00,40484.52
002687838891,14409.02,0.00,0.00,14409.02
054687984258,13196.50,0.00,0.00,13196.50
024688202252,90510.09,37.79,0.00,90547.88
045688855819,72979.22,0.00,0.00,72979.22
081689146094,52235.95,0.00,0.00,52235.95
075689798767,38880.40,0.00,750.00,39630.40
085689871248,50856.01,0.00,0.00,50856.01
021690016188,41672.85,1213.32,0.00,42886.17
073690450823,77454.13,6316.91,845.73,84616.77
039690523236,79838.76,7360.05,845.72,88044.53
050691102264,45864.08,0.00,0.00,45864.08
070691391596,1908.00,0.00,0.00,1908.00
041691536217,79074.24,0.00,0.00,79074.24
043691608516,71085.03,0.00,0.00,71085.03
010692692096,61854.72,0.00,0.00,61854.72
004693341431,81693.23,139.62,0.00,81832.85
092693557740,63095.21,1080.98,0.00,64176.19
036693773983,49728.18,0.00,940.80,50668.98
056693918107,67506.73,522.56,0.00,68029.29
033694566296,82413.24,0.00,0.00,82413.24
097694638279,81333.20,0.00,0.00,81333.20
014694854186,63831.44,510.34,938.48,65280.26
072695141956,5434.80,0.00,1202.15,6636.95
079695645268,38880.41,0.00,0.00,38880.41
037695789005,64877.85,19474.49,1600.00,85952.34
026695932712,52975.48,9751.03,0.00,62726.51
048696076389,56828.35,0.00,0.00,56828.35
097696148216,52975.47,721.16,1940.23,55636.86
005696220037,43760.17,0.00,117.27,43877.44
099696363654,63852.01,0.00,0.00,63852.01
085696435452,90083.22,0.00,0.00,90083.22
038696579026,63016.51,0.00,0.00,63016.51
005696650802,56144.42,0.00,0.00,56144.42
069696866084,48568.06,0.00,7274.80,55842.86
080697153024,53370.37,558.79,0.00,53929.16
058697296450,89577.71,0.00,0.00,89577.71
041698013137,65228.01,0.00,2000.00,67228.01
018698299606,52975.46,289.01,0.00,53264.47
051698442796,53659.49,4205.00,0.00,57864.49
097698657526,59720.96,29568.33,0.00,89289.29
013698729089,52975.46,4710.00,0.00,57685.46
015699229819,60552.96,0.00,0.00,60552.96
075699301322,68955.52,0.00,0.00,68955.52
037699944526,66151.06,0.00,500.00,66651.06
027700158796,67763.24,0.00,0.00,67763.24
045700301606,51688.38,418.68,0.00,52107.06
062700373000,86237.38,1159.17,0.00,87396.55
013700515767,63346.36,0.00,0.00,63346.36
055700658504,58638.25,0.00,1000.00,59638.25
035700729862,60719.36,0.00,1000.00,61719.36
094701015220,62690.08,0.00,0.00,62690.08
093701585589,76217.13,0.00,0.00,76217.13
045701656853,91409.76,351.92,0.00,91761.68
074701728109,58826.63,0.00,0.00,58826.63
060701870600,44771.79,10460.71,656.50,55889.00
055702013062,58336.38,0.00,0.00,58336.38
059702155495,62852.12,0.00,500.00,63352.12
004702440275,32127.18,1677.35,390.82,34195.35
048703293921,40142.43,0.00,0.00,40142.43
092703365011,53383.21,0.00,0.00,53383.21
094703862443,102627.76,0.00,0.00,102627.76
097703933476,62921.15,0.00,0.00,62921.15
051704075521,57206.27,0.00,500.00,57706.27
082704785314,32438.45,0.00,0.00,32438.45
084704856254,66107.62,0.00,0.00,66107.62
090705210847,60785.77,0.00,1447.97,62233.74
017705423518,60083.24,3777.47,500.00,64360.71
050705848666,100843.69,1091.93,0.00,101935.62
027706485909,50313.73,0.00,0.00,50313.73
054706556678,11097.16,0.00,0.00,11097.16
085706768943,61985.06,0.00,0.00,61985.06
065706910418,100843.60,0.00,0.00,100843.60
043706981145,91592.16,6692.26,0.00,98284.42
033707193283,51489.91,0.00,0.00,51489.91
056707758673,61466.08,0.00,0.00,61466.08
036708041199,72264.07,0.00,0.00,72264.07
000708182420,57883.86,0.00,0.00,57883.86
076708253019,16521.55,0.00,0.00,16521.55
061708676470,65945.37,0.00,0.00,65945.37
015708747021,62195.71,0.00,0.00,62195.71
018708888101,43689.40,0.00,0.00,43689.40
066708958630,109145.21,0.00,0.00,109145.21
059709099668,136963.96,4960.60,0.00,141924.56
047709240678,24654.02,0.00,3532.37,28186.39
